type_category_name,type_family_name,type_type_name
"Air Terminals","Arup_External_Louvre_Exhaust Air",Standard
"Air Terminals","Arup_External_Louvre_Fresh Air",Standard
"Air Terminals","AT_Exhaust Air_Circ Bell Mouth_Round Connection",Standard
"Air Terminals","AT_Exhaust Air_Cowl_Circ Connection",Standard
"Air Terminals","AT_Exhaust Air_Grille_Circ Connection",Standard
"Air Terminals","AT_Exhaust Air_Grille_Oval Connection",Standard
"Air Terminals","AT_Exhaust Air_Grille_Rect Connection",2500Wx600H
"Air Terminals","AT_Exhaust Air_Grille_Rect Connection",Standard
"Air Terminals","AT_Exhaust Air_Grille_Rect Connection","TYPE 5"
"Air Terminals","AT_Exhaust Air_Grille_Rect Connection1","TYPE 5"
"Air Terminals","AT_Exhaust Air_Placeholder_Circ Connection",Standard
"Air Terminals","AT_Exhaust Air_Placeholder_Oval Connection",Standard
"Air Terminals","AT_Exhaust Air_Placeholder_Rect Connection",Standard
"Air Terminals","AT_Exhaust Air_Placeholder_Rect Connection","TYPE 5"
"Air Terminals","AT_Exhaust Air_Rect Bell Mouth_Flat Top and Bottom_Rect Connection",Standard
"Air Terminals","AT_Exhaust Air_Rect Bell Mouth_Rect Connection",Standard
"Air Terminals","AT_Exhaust Air_Rect Bell Mouth_Round Connection",Standard
"Air Terminals","AT_Exhaust Air_Wall Grille_Plenum Rect_Rect Connection",Standard
"Air Terminals","AT_Exhaust Air_Wall Grille_Plenum Rect_Round Connection",Standard
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","100Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","150Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","200Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","250Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","300Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","350Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","400Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","450Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","450Dia x 400H mm (TYPE 6)"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","500Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","550Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","600Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","650Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","100Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","150Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","200Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","250Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","300Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","350Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","400Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","450Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","500Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","550Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","600Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","650Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","100Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","150Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","200Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","250Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","300Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","350Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","400Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","450Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","500Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","550Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","600Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","650Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","100Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","150Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","200Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","250Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","300Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","350Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","400Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","450Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","500Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","550Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","600Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","650Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","100Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","150Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","200Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","250Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","300Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","350Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","400Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","450Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","500Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","550Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","600Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","650Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","100Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","150Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","200Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","250Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","300Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","350Dia x 300H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","400Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","450Dia x 400H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","500Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","550Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","600Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","650Dia x 450H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","300L x 300W x 200H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","300L x 300W x 200H mm (TYPE 3)"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","600L x 600W x 500H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","600L x 600W x 500H mm (TYPE 3)"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","3000L x 600W x 500H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","300L x 300W x 200H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","300L x 300W x 200H mm (TYPE 3)"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","400L x 400W x 500H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","600L x 600W x 500H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Top","600L x 600W x 500H mm (TYPE 3)"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Side","300L x 300W x 200H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Side","600L x 600W x 500H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","300L x 300W x 200H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Plenum Rect_Round Connection_Top","600L x 600W x 500H mm"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Rect Connection_Top","300L x 300W (TYPE 3)"
"Air Terminals","AT_Exhaust Diffuser_Ceiling Rect_Rect Connection_Top","600L x 600W (TYPE 3)"
"Air Terminals","AT_Fresh Air_Circ Bell Mouth_Round Connection",Standard
"Air Terminals","AT_Fresh Air_Grille_Circ Connection",Standard
"Air Terminals","AT_Fresh Air_Grille_Oval Connection",Standard
"Air Terminals","AT_Fresh Air_Grille_Rect Connection",Standard
"Air Terminals","AT_Fresh Air_Placeholder_Circ Connection",Standard
"Air Terminals","AT_Fresh Air_Placeholder_Oval Connection",Standard
"Air Terminals","AT_Fresh Air_Placeholder_Rect Connection",Standard
"Air Terminals","AT_Fresh Air_Rect Bell Mouth_Flat Top and Bottom_Rect Connection",Standard
"Air Terminals","AT_Fresh Air_Rect Bell Mouth_Rect Connection",Standard
"Air Terminals","AT_Fresh Air_Rect Bell Mouth_Round Connection",Standard
"Air Terminals","AT_Fresh Air_Wall Grille_Plenum Rect_Rect Connection",Standard
"Air Terminals","AT_Fresh Air_Wall Grille_Plenum Rect_Round Connection",Standard
"Air Terminals","AT_Linear Grille","120W x 1210L X 43H (Type 1) Platfrom"
"Air Terminals","AT_Linear Grille","120W x 1210L X 50H"
"Air Terminals","AT_Linear Grille","120W x 1210L X 50H (TYPE 1) Platfrom"
"Air Terminals","AT_Linear Grille","70W x 1210L X 50H (Type 2) Concousre"
"Air Terminals","AT_Linear Grille","70W x 1710L X 50H"
"Air Terminals","AT_Linear Grille","70W x 1749L X 50H"
"Air Terminals","AT_Linear Grille","70W x 1951L X 50H"
"Air Terminals","AT_Linear Grille","70W x 236L X 50H"
"Air Terminals","AT_Linear Grille","70W x 2370L X 50H"
"Air Terminals","AT_Linear Grille","70W x 2640L X 50H"
"Air Terminals","AT_Linear Grille","70W x 3657.6L X 50H"
"Air Terminals","AT_Linear Grille","70W x 3657.6L X 50H (TYPE 2)"
"Air Terminals","AT_Linear Grille","70W x 900L X 50H 2"
"Air Terminals","AT_Louvre - Extruded",Standard
"Air Terminals","AT_Return Air _Ceiling Rect_Plenum Rect_Round Connection_Side","250 (TYPE 3)"
"Air Terminals","AT_Return Air _Ceiling Rect_Plenum Rect_Round Connection_Side","600x600 (TYPE 3)"
"Air Terminals","AT_Return Air _Ceiling Rect_Plenum Rect_Round Connection_Side","600x600 120 Connection (TYPE 3)"
"Air Terminals","AT_Return Air _Ceiling Rect_Plenum Rect_Round Connection_Side","600x600 300 Connection (TYPE 3)"
"Air Terminals","AT_Return Air _Ceiling Rect_Plenum Rect_Round Connection_Side","600x600 350 Connection (TYPE 3)"
"Air Terminals","AT_Return Air _Ceiling Rect_Plenum Rect_Round Connection_Side","600x600 400 Connection (TYPE 3)"
"Air Terminals","AT_Return Air_Circ Bell Mouth_Round Connection",Standard
"Air Terminals","AT_Return Air_Circ Floor Grile","150Dia x 170H mm"
"Air Terminals","AT_Return Air_Circ Floor Grile","200Dia x 170H mm"
"Air Terminals","AT_Return Air_Circ Floor Grile_Plenum","150Dia x 170H mm"
"Air Terminals","AT_Return Air_Circ Floor Grile_Plenum","200Dia x 170H mm"
"Air Terminals","AT_Return Air_Grille_Circ Connection",Standard
"Air Terminals","AT_Return Air_Grille_Oval Connection",Standard
"Air Terminals","AT_Return Air_Grille_Rect Connection","1000Wx1000H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","1000Wx700H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","1100Wx600H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","1200Wx1000H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","1300Wx500H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","1500Wx400H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","1600Wx400H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","1800Wx400H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","3000Wx400H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","400Wx600H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","500Wx600H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","600Wx1000H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","650Wx700H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","750Wx750H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","800Wx1200H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","800Wx850H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","900Wx1000H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection","900Wx300H mm"
"Air Terminals","AT_Return Air_Grille_Rect Connection",Standard
"Air Terminals","AT_Return Air_Grille_Rect Connection","TYPE 5"
"Air Terminals","AT_Return Air_Grille_Rect Connection1","TYPE 5"
"Air Terminals","AT_Return Air_Grille_Rect Connection_Platform & Concourse Only","TYPE 5"
"Air Terminals","AT_Return Air_Grille_Rect Connection_Stair Pressurisation","TYPE 5"
"Air Terminals","AT_Return Air_Linear Grille_Plenum_Circ Connection","50W x 915L X 270H (TYPE 5) CONCOUSRE"
"Air Terminals","AT_Return Air_Linear Grille_Plenum_Circ Connection","75W x 915L X 270H (TYPE 5) PLATFORM"
"Air Terminals","AT_Return Air_Linear Grille_Plenum_Circ Connection",Standard
"Air Terminals","AT_Return Air_Perforated Panel_Plenum","1000 Perforated Panel"
"Air Terminals","AT_Return Air_Perforated Panel_Plenum","2000 Perforated Panel"
"Air Terminals","AT_Return Air_Perforated Panel_Plenum","3000 Perforated Panel"
"Air Terminals","AT_Return Air_Placeholder_Circ Connection",Standard
"Air Terminals","AT_Return Air_Placeholder_Circ Connection","TYPE 5"
"Air Terminals","AT_Return Air_Placeholder_Circ Connection_Office Space","TYPE 5"
"Air Terminals","AT_Return Air_Placeholder_Circ Connection_Platform & Concourse Only","TYPE 5"
"Air Terminals","AT_Return Air_Placeholder_Oval Connection",Standard
"Air Terminals","AT_Return Air_Placeholder_Rect Connection",1300Wx500H
"Air Terminals","AT_Return Air_Placeholder_Rect Connection",Standard
"Air Terminals","AT_Return Air_Rect Bell Mouth",Standard
"Air Terminals","AT_Return Air_Rect Bell Mouth_Flat Top and Bottom_Rect Connection",Standard
"Air Terminals","AT_Return Air_Rect Bell Mouth_Rect Connection",Standard
"Air Terminals","AT_Return Air_Rect Bell Mouth_Round Connection",Standard
"Air Terminals","AT_Return Air_Rect Floor Grile","600L x 600W x 150H mm"
"Air Terminals","AT_Return Air_Rect Floor Grile_Plenum","600L x 600W x 150H mm"
"Air Terminals","AT_Return Air_Wall Grille_Plenum Rect_Rect Connection",2000x1500mm
"Air Terminals","AT_Return Air_Wall Grille_Plenum Rect_Rect Connection",2500x1500mm
"Air Terminals","AT_Return Air_Wall Grille_Plenum Rect_Rect Connection",3000x1500mm
"Air Terminals","AT_Return Air_Wall Grille_Plenum Rect_Rect Connection",5000x1500mm
"Air Terminals","AT_Return Air_Wall Grille_Plenum Rect_Rect Connection",5000x3000mm
"Air Terminals","AT_Return Air_Wall Grille_Plenum Rect_Rect Connection",8000x3000mm
"Air Terminals","AT_Return Air_Wall Grille_Plenum Rect_Rect Connection",Standard
"Air Terminals","AT_Return Air_Wall Grille_Plenum Rect_Round Connection",Standard
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","100Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","150Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","200Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","250Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","300Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","350Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","400Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","450Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","500Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","550Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","600Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Side","650Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","100Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","150Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","200Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","250Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","300Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","350Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","400Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","450Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","500Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","550Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","600Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Circ_Round Connection_Top","650Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","100Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","150Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","200Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","250Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","300Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","350Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","400Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","450Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","500Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","550Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","600Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Side","650Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","100Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","150Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","200Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","250Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","300Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","350Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","400Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","450Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","500Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","550Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","600Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Rect Connection_Top","650Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","100Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","150Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","200Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","250Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","300Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","350Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","400Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","450Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","500Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","550Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","600Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Side","650Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","100Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","150Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","200Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","250Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","300Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","350Dia x 300H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","400Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","450Dia x 400H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","500Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","550Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","600Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Circ_Plenum Rect_Round Connection_Top","650Dia x 450H mm"
"Air Terminals","AT_Return Diffuser_Ceiling Rect_Plenum Rect_Rect Connection_Side","300L x 300W x 200H mm"
