type_category_name,type_family_name,type_type_name
"Structural Framing","STR_Plate Girder","PG 800(d) x 300(bb) x 300(bt) x 20(tfb) x 20(tft) x 15(tw)"
"Structural Framing","STR_Plate Girder","PG 900(d) x 230(bb) x 230(bt) x 10(tfb) x 10(tft) x 10(tw)"
"Structural Framing","STR_Plate Girder","PG 900(d) x 230(bb) x 230(bt) x 10(tfb) x 10(tft) x 8(tw)"
"Structural Framing","STR_Plate Girder","PG 900(d) x 230(bb) x 230(bt) x 11(tfb) x 11(tft) x 11(tw)"
"Structural Framing","STR_Plate Girder","PG 900(d) x 230(bb) x 230(bt) x 12(tfb) x 12(tft) x 10(tw)"
"Structural Framing","STR_Plate Girder","PG 900(d) x 230(bb) x 230(bt) x 17(tfb) x 17(tft) x 10(tw)"
"Structural Framing","STR_Plate Girder","PG 900(d) x 270(bb) x 270(bt) x 17(tfb) x 17(tft) x 12(tw)"
"Structural Framing","STR_Plate Girder","PG 900(d) x 300(bb) x 300(bt) x 20(tfb) x 20(tft) x 15(tw) 2"
"Structural Framing","STR_Plate Girder.0001","PG 1400(d) x 750(bb) x 750(bt) x 120(tfb) x 120(tft) x 40(tw) PG2"
"Structural Framing","STR_Plate Girder.0001","PG 1800(d) x 750(bb) x 750(bt) x 100(tfb) x 100(tft) x 40(tw) PG3"
"Structural Framing","STR_Plate Girder.0001","PG 1800(d) x 750(bb) x 750(bt) x 120(tfb) x 120(tft) x 40(tw) PG1"
"Structural Framing","STR_Plate Girder.0001","PG 1800(d) x 750(bb) x 750(bt) x 80(tfb) x 80(tft) x 50(tw) PG4"
"Structural Framing","STR_Plate Girder_Cellular","PG 1000(d) x 500(bb) x 300(bt) x 50(tfb) x 30(tft) x 20(tw)"
"Structural Framing","STR_Plate Girder_Cellular","PG 600(d) x 360(bb) x 280(bt) x 17(tfb) x 17(tft) x 6(tw)"
"Structural Framing",STR_RHS,"RHS100x100x7.1 #"
"Structural Framing",STR_RHS,"RHS100x50x10 #"
"Structural Framing",STR_RHS,"RHS100x50x3 #"
"Structural Framing",STR_RHS,RHS100x50x3.2
"Structural Framing",STR_RHS,"RHS100x50x3.6 #"
"Structural Framing",STR_RHS,RHS100x50x4
"Structural Framing",STR_RHS,RHS100x50x5
"Structural Framing",STR_RHS,RHS100x50x6.3
"Structural Framing",STR_RHS,"RHS100x50x7.1 #"
"Structural Framing",STR_RHS,RHS100x50x8
"Structural Framing",STR_RHS,"RHS100x50x8.8 #"
"Structural Framing",STR_RHS,"RHS100x60x10 #"
"Structural Framing",STR_RHS,"RHS100x60x3 #"
"Structural Framing",STR_RHS,RHS100x60x3.2
"Structural Framing",STR_RHS,"RHS100x60x3.6 #"
"Structural Framing",STR_RHS,RHS100x60x4
"Structural Framing",STR_RHS,RHS100x60x5
"Structural Framing",STR_RHS,RHS100x60x6.3
"Structural Framing",STR_RHS,"RHS100x60x7.1 #"
"Structural Framing",STR_RHS,RHS100x60x8
"Structural Framing",STR_RHS,"RHS100x60x8.8 #"
"Structural Framing",STR_RHS,"RHS120x60x10 #"
"Structural Framing",STR_RHS,"RHS120x60x12.5 #"
"Structural Framing",STR_RHS,"RHS120x60x3 #"
"Structural Framing",STR_RHS,"RHS120x60x3.2 #"
"Structural Framing",STR_RHS,"RHS120x60x3.6 #"
"Structural Framing",STR_RHS,RHS120x60x4
"Structural Framing",STR_RHS,RHS120x60x5
"Structural Framing",STR_RHS,RHS120x60x6.3
"Structural Framing",STR_RHS,"RHS120x60x7.1 #"
"Structural Framing",STR_RHS,RHS120x60x8
"Structural Framing",STR_RHS,"RHS120x60x8.8 #"
"Structural Framing",STR_RHS,RHS120x80x10
"Structural Framing",STR_RHS,"RHS120x80x12.5 #"
"Structural Framing",STR_RHS,"RHS120x80x3.6 #"
"Structural Framing",STR_RHS,RHS120x80x4
"Structural Framing",STR_RHS,RHS120x80x5
"Structural Framing",STR_RHS,RHS120x80x6.3
"Structural Framing",STR_RHS,"RHS120x80x7.1 #"
"Structural Framing",STR_RHS,RHS120x80x8
"Structural Framing",STR_RHS,"RHS120x80x8.8 #"
"Structural Framing",STR_RHS,RHS150x100x10
"Structural Framing",STR_RHS,RHS150x100x12.5
"Structural Framing",STR_RHS,"RHS150x100x4 #"
"Structural Framing",STR_RHS,RHS150x100x5
"Structural Framing",STR_RHS,RHS150x100x6.3
"Structural Framing",STR_RHS,RHS150x100x8
"Structural Framing",STR_RHS,"RHS150x100x8.8 #"
"Structural Framing",STR_RHS,RHS160x80x10
"Structural Framing",STR_RHS,RHS160x80x12.5
"Structural Framing",STR_RHS,"RHS160x80x4 #"
"Structural Framing",STR_RHS,RHS160x80x5
"Structural Framing",STR_RHS,RHS160x80x6.3
"Structural Framing",STR_RHS,"RHS160x80x7.1 #"
"Structural Framing",STR_RHS,RHS160x80x8
"Structural Framing",STR_RHS,"RHS160x80x8.8 #"
"Structural Framing",STR_RHS,"RHS180x100x10 #"
"Structural Framing",STR_RHS,"RHS180x100x12.5 #"
"Structural Framing",STR_RHS,"RHS180x100x4 #"
"Structural Framing",STR_RHS,"RHS180x100x5 #"
"Structural Framing",STR_RHS,"RHS180x100x6.3 #"
"Structural Framing",STR_RHS,"RHS180x100x7.1 #"
"Structural Framing",STR_RHS,"RHS180x100x8 #"
"Structural Framing",STR_RHS,"RHS180x100x8.8 #"
"Structural Framing",STR_RHS,"RHS180x60x10 #"
"Structural Framing",STR_RHS,"RHS180x60x12.5 #"
"Structural Framing",STR_RHS,"RHS180x60x4 #"
"Structural Framing",STR_RHS,"RHS180x60x5 #"
"Structural Framing",STR_RHS,"RHS180x60x6.3 #"
"Structural Framing",STR_RHS,"RHS180x60x7.1 #"
"Structural Framing",STR_RHS,"RHS180x60x8 #"
"Structural Framing",STR_RHS,"RHS180x60x8.8 #"
"Structural Framing",STR_RHS,RHS200x100x10
"Structural Framing",STR_RHS,RHS200x100x12.5
"Structural Framing",STR_RHS,"RHS200x100x14.2 #"
"Structural Framing",STR_RHS,"RHS200x100x16 #"
"Structural Framing",STR_RHS,"RHS200x100x4 #"
"Structural Framing",STR_RHS,RHS200x100x5
"Structural Framing",STR_RHS,RHS200x100x6.3
"Structural Framing",STR_RHS,RHS200x100x6.3.
"Structural Framing",STR_RHS,"RHS200x100x7.1 #"
"Structural Framing",STR_RHS,RHS200x100x8
"Structural Framing",STR_RHS,"RHS200x100x8.8 #"
"Structural Framing",STR_RHS,RHS200x120x10
"Structural Framing",STR_RHS,"RHS200x120x12.5 #"
"Structural Framing",STR_RHS,"RHS200x120x14.2 #"
"Structural Framing",STR_RHS,"RHS200x120x16 #"
"Structural Framing",STR_RHS,"RHS200x120x5 #"
"Structural Framing",STR_RHS,RHS200x120x6.3
"Structural Framing",STR_RHS,"RHS200x120x7.1 #"
"Structural Framing",STR_RHS,RHS200x120x8
"Structural Framing",STR_RHS,"RHS200x120x8.8 #"
"Structural Framing",STR_RHS,RHS200x150x10
"Structural Framing",STR_RHS,"RHS200x150x12.5 #"
"Structural Framing",STR_RHS,"RHS200x150x14.2 #"
"Structural Framing",STR_RHS,"RHS200x150x16 #"
"Structural Framing",STR_RHS,"RHS200x150x5 #"
"Structural Framing",STR_RHS,"RHS200x150x6.3 #"
"Structural Framing",STR_RHS,"RHS200x150x7.1 #"
"Structural Framing",STR_RHS,RHS200x150x8
"Structural Framing",STR_RHS,"RHS200x150x8.8 #"
"Structural Framing",STR_RHS,"RHS220x120x10 #"
"Structural Framing",STR_RHS,"RHS220x120x12.5 #"
"Structural Framing",STR_RHS,"RHS220x120x14.2 #"
"Structural Framing",STR_RHS,"RHS220x120x16 #"
"Structural Framing",STR_RHS,"RHS220x120x5 #"
"Structural Framing",STR_RHS,"RHS220x120x6.3 #"
"Structural Framing",STR_RHS,"RHS220x120x7.1 #"
"Structural Framing",STR_RHS,"RHS220x120x8 #"
"Structural Framing",STR_RHS,"RHS220x120x8.8 #"
"Structural Framing",STR_RHS,"RHS250x100x10 #"
"Structural Framing",STR_RHS,"RHS250x100x12.5 #"
"Structural Framing",STR_RHS,"RHS250x100x14.2 #"
"Structural Framing",STR_RHS,"RHS250x100x16 #"
"Structural Framing",STR_RHS,"RHS250x100x5 #"
"Structural Framing",STR_RHS,"RHS250x100x6.3 #"
"Structural Framing",STR_RHS,"RHS250x100x7.1 #"
"Structural Framing",STR_RHS,"RHS250x100x8 #"
"Structural Framing",STR_RHS,"RHS250x100x8.8 #"
"Structural Framing",STR_RHS,RHS250x150x10
"Structural Framing",STR_RHS,RHS250x150x12.5
"Structural Framing",STR_RHS,"RHS250x150x14.2 #"
"Structural Framing",STR_RHS,RHS250x150x16
"Structural Framing",STR_RHS,"RHS250x150x5 #"
"Structural Framing",STR_RHS,RHS250x150x6.3
"Structural Framing",STR_RHS,"RHS250x150x7.1 #"
"Structural Framing",STR_RHS,RHS250x150x8
"Structural Framing",STR_RHS,"RHS250x150x8.8 #"
"Structural Framing",STR_RHS,"RHS250x200x10 #"
"Structural Framing",STR_RHS,"RHS260x140x10 #"
"Structural Framing",STR_RHS,"RHS260x140x12.5 #"
"Structural Framing",STR_RHS,"RHS260x140x14.2 #"
"Structural Framing",STR_RHS,"RHS260x140x16 #"
"Structural Framing",STR_RHS,"RHS260x140x5 #"
"Structural Framing",STR_RHS,"RHS260x140x6.3 #"
"Structural Framing",STR_RHS,"RHS260x140x7.1 #"
"Structural Framing",STR_RHS,"RHS260x140x8 #"
"Structural Framing",STR_RHS,"RHS260x140x8.8 #"
"Structural Framing",STR_RHS,"RHS260x180x10 #"
"Structural Framing",STR_RHS,"RHS260x180x8 #"
"Structural Framing",STR_RHS,RHS300x100x10
"Structural Framing",STR_RHS,"RHS300x100x12.5 #"
"Structural Framing",STR_RHS,"RHS300x100x14.2 #"
"Structural Framing",STR_RHS,"RHS300x100x16 #"
"Structural Framing",STR_RHS,"RHS300x100x5 #"
"Structural Framing",STR_RHS,"RHS300x100x6.3 #"
"Structural Framing",STR_RHS,"RHS300x100x7.1 #"
"Structural Framing",STR_RHS,RHS300x100x8
"Structural Framing",STR_RHS,"RHS300x100x8.8 #"
"Structural Framing",STR_RHS,"RHS300x150x10 #"
"Structural Framing",STR_RHS,"RHS300x150x12.5 #"
"Structural Framing",STR_RHS,"RHS300x150x14.2 #"
"Structural Framing",STR_RHS,"RHS300x150x16 #"
"Structural Framing",STR_RHS,"RHS300x150x8 #"
"Structural Framing",STR_RHS,"RHS300x150x8.8 #"
"Structural Framing",STR_RHS,RHS300x200x10
"Structural Framing",STR_RHS,RHS300x200x12.5
"Structural Framing",STR_RHS,"RHS300x200x14.2 #"
"Structural Framing",STR_RHS,RHS300x200x16
"Structural Framing",STR_RHS,"RHS300x200x5 #"
"Structural Framing",STR_RHS,RHS300x200x6.3
"Structural Framing",STR_RHS,"RHS300x200x7.1 #"
"Structural Framing",STR_RHS,RHS300x200x8
"Structural Framing",STR_RHS,"RHS300x200x8.8 #"
"Structural Framing",STR_RHS,"RHS300x250x10 #"
"Structural Framing",STR_RHS,"RHS300x250x12.5 #"
"Structural Framing",STR_RHS,"RHS300x250x14.2 #"
"Structural Framing",STR_RHS,"RHS300x250x16 #"
"Structural Framing",STR_RHS,"RHS300x250x5 #"
"Structural Framing",STR_RHS,"RHS300x250x6.3 #"
"Structural Framing",STR_RHS,"RHS300x250x7.1 #"
"Structural Framing",STR_RHS,RHS300x250x8
"Structural Framing",STR_RHS,"RHS300x250x8.8 #"
"Structural Framing",STR_RHS,RHS340x100x10
"Structural Framing",STR_RHS,"RHS350x150x10 #"
"Structural Framing",STR_RHS,"RHS350x150x12.5 #"
"Structural Framing",STR_RHS,"RHS350x150x14.2 #"
"Structural Framing",STR_RHS,"RHS350x150x16 #"
"Structural Framing",STR_RHS,"RHS350x150x5 #"
"Structural Framing",STR_RHS,"RHS350x150x6.3 #"
"Structural Framing",STR_RHS,"RHS350x150x7.1 #"
"Structural Framing",STR_RHS,"RHS350x150x8 #"
"Structural Framing",STR_RHS,"RHS350x150x8.8 #"
"Structural Framing",STR_RHS,"RHS350x250x10 #"
"Structural Framing",STR_RHS,"RHS350x250x12.5 #"
"Structural Framing",STR_RHS,"RHS350x250x14.2 #"
"Structural Framing",STR_RHS,"RHS350x250x16 #"
"Structural Framing",STR_RHS,"RHS350x250x6.3 #"
"Structural Framing",STR_RHS,"RHS350x250x7.1 #"
"Structural Framing",STR_RHS,"RHS350x250x8 #"
"Structural Framing",STR_RHS,"RHS350x250x8.8 #"
"Structural Framing",STR_RHS,"RHS400x120x10 #"
"Structural Framing",STR_RHS,"RHS400x120x6.3 #"
"Structural Framing",STR_RHS,"RHS400x120x8 #"
"Structural Framing",STR_RHS,"RHS400x150x10 #"
"Structural Framing",STR_RHS,"RHS400x150x12.5 #"
"Structural Framing",STR_RHS,"RHS400x150x14.2 #"
"Structural Framing",STR_RHS,RHS400x150x16
"Structural Framing",STR_RHS,"RHS400x150x6.3 #"
"Structural Framing",STR_RHS,"RHS400x150x7.1 #"
"Structural Framing",STR_RHS,"RHS400x150x8 #"
"Structural Framing",STR_RHS,"RHS400x150x8.8 #"
"Structural Framing",STR_RHS,RHS400x200x10
"Structural Framing",STR_RHS,RHS400x200x12.5
"Structural Framing",STR_RHS,"RHS400x200x14.2 #"
"Structural Framing",STR_RHS,RHS400x200x16
"Structural Framing",STR_RHS,"RHS400x200x6.3 #"
"Structural Framing",STR_RHS,RHS400x200x7.1
"Structural Framing",STR_RHS,RHS400x200x8
"Structural Framing",STR_RHS,"RHS400x200x8.8 #"
"Structural Framing",STR_RHS,"RHS400x300x10 #"
"Structural Framing",STR_RHS,"RHS400x300x12.5 #"
"Structural Framing",STR_RHS,"RHS400x300x14.2 #"
"Structural Framing",STR_RHS,"RHS400x300x16 #"
"Structural Framing",STR_RHS,"RHS400x300x8 #"
"Structural Framing",STR_RHS,"RHS400x300x8.8 #"
"Structural Framing",STR_RHS,RHS450x250x10
"Structural Framing",STR_RHS,"RHS450x250x10 2"
"Structural Framing",STR_RHS,RHS450x250x12.5
"Structural Framing",STR_RHS,"RHS450x250x14.2 #"
"Structural Framing",STR_RHS,RHS450x250x16
"Structural Framing",STR_RHS,RHS450x250x8
"Structural Framing",STR_RHS,"RHS450x250x8 2"
"Structural Framing",STR_RHS,"RHS450x250x8.8 #"
"Structural Framing",STR_RHS,"RHS500x200x10 #"
"Structural Framing",STR_RHS,"RHS500x200x12.5 #"
"Structural Framing",STR_RHS,"RHS500x200x14.2 #"
"Structural Framing",STR_RHS,"RHS500x200x16 #"
"Structural Framing",STR_RHS,"RHS500x200x8 #"
"Structural Framing",STR_RHS,"RHS500x200x8.8 #"
"Structural Framing",STR_RHS,RHS500x300x10
"Structural Framing",STR_RHS,"RHS500x300x10 (1)"
"Structural Framing",STR_RHS,"RHS500x300x12.5 #"
"Structural Framing",STR_RHS,"RHS500x300x14.2 #"
"Structural Framing",STR_RHS,"RHS500x300x16 #"
"Structural Framing",STR_RHS,"RHS500x300x20 #"
"Structural Framing",STR_RHS,"RHS500x300x8 #"
"Structural Framing",STR_RHS,"RHS500x300x8.8 #"
"Structural Framing",STR_RHS,"RHS50x30x3 #"
"Structural Framing",STR_RHS,RHS50x30x3.2
"Structural Framing",STR_RHS,"RHS50x30x3.6 #"
"Structural Framing",STR_RHS,RHS50x30x4
"Structural Framing",STR_RHS,RHS50x30x5
"Structural Framing",STR_RHS,RHS550x350x12
"Structural Framing",STR_RHS,"RHS550x350x12 #"
"Structural Framing",STR_RHS,"RHS550x350x16 #"
"Structural Framing",STR_RHS,"RHS550x350x19 #"
"Structural Framing",STR_RHS,"RHS550x350x22 #"
"Structural Framing",STR_RHS,"RHS550x350x25 #"
"Structural Framing",STR_RHS,"RHS600x400x12 #"
"Structural Framing",STR_RHS,"RHS600x400x16 #"
"Structural Framing",STR_RHS,"RHS600x400x19 #"
"Structural Framing",STR_RHS,"RHS600x400x22 #"
"Structural Framing",STR_RHS,"RHS600x400x25 #"
"Structural Framing",STR_RHS,"RHS600x400x28 #"
"Structural Framing",STR_RHS,"RHS600x400x32 #"
"Structural Framing",STR_RHS,"RHS600x400x36 #"
"Structural Framing",STR_RHS,"RHS600x400x40 #"
"Structural Framing",STR_RHS,"RHS600x450x12 #"
"Structural Framing",STR_RHS,"RHS600x450x16 #"
"Structural Framing",STR_RHS,"RHS600x450x19 #"
"Structural Framing",STR_RHS,"RHS600x450x22 #"
"Structural Framing",STR_RHS,"RHS600x450x25 #"
"Structural Framing",STR_RHS,"RHS600x450x28 #"
"Structural Framing",STR_RHS,"RHS600x450x32 #"
"Structural Framing",STR_RHS,"RHS600x450x36 #"
"Structural Framing",STR_RHS,"RHS600x450x40 #"
"Structural Framing",STR_RHS,"RHS600x450x45 #"
"Structural Framing",STR_RHS,"RHS60x40x3 #"
"Structural Framing",STR_RHS,RHS60x40x3.2
"Structural Framing",STR_RHS,"RHS60x40x3.6 #"
"Structural Framing",STR_RHS,RHS60x40x4
"Structural Framing",STR_RHS,RHS60x40x5
"Structural Framing",STR_RHS,RHS60x40x6.3
"Structural Framing",STR_RHS,RHS650x450x25
"Structural Framing",STR_RHS,"RHS700x500x12 #"
"Structural Framing",STR_RHS,"RHS700x500x16 #"
"Structural Framing",STR_RHS,"RHS700x500x19 #"
"Structural Framing",STR_RHS,"RHS700x500x22 #"
"Structural Framing",STR_RHS,"RHS700x500x25 #"
"Structural Framing",STR_RHS,"RHS700x500x28 #"
"Structural Framing",STR_RHS,"RHS700x500x32 #"
"Structural Framing",STR_RHS,"RHS700x500x36 #"
"Structural Framing",STR_RHS,"RHS700x500x40 #"
"Structural Framing",STR_RHS,"RHS700x500x45 #"
"Structural Framing",STR_RHS,"RHS700x500x50 #"
"Structural Framing",STR_RHS,"RHS750x500x22 #"
"Structural Framing",STR_RHS,"RHS80x40x3 #"
"Structural Framing",STR_RHS,RHS80x40x3.2
"Structural Framing",STR_RHS,"RHS80x40x3.6 #"
"Structural Framing",STR_RHS,RHS80x40x4
"Structural Framing",STR_RHS,RHS80x40x5
"Structural Framing",STR_RHS,RHS80x40x6.3
"Structural Framing",STR_RHS,"RHS80x40x7.1 #"
"Structural Framing",STR_RHS,RHS80x40x8
"Structural Framing",STR_RHS,"RHS90x50x3 #"
"Structural Framing",STR_RHS,RHS90x50x3.2
"Structural Framing",STR_RHS,"RHS90x50x3.6 #"
"Structural Framing",STR_RHS,RHS90x50x4
"Structural Framing",STR_RHS,RHS90x50x5
"Structural Framing",STR_RHS,RHS90x50x6.3
"Structural Framing",STR_RHS,"RHS90x50x7.1 #"
"Structural Framing",STR_RHS,RHS90x50x8
"Structural Framing",STR_SHS,SHS100x100x10
"Structural Framing",STR_SHS,SHS100x100x12.5
"Structural Framing",STR_SHS,SHS100x100x3.6
"Structural Framing",STR_SHS,SHS100x100x4
"Structural Framing",STR_SHS,SHS100x100x5
"Structural Framing",STR_SHS,SHS100x100x6.3
"Structural Framing",STR_SHS,"SHS100x100x7.1 #"
"Structural Framing",STR_SHS,SHS100x100x8
"Structural Framing",STR_SHS,"SHS100x100x8.8 #"
"Structural Framing",STR_SHS,SHS120x120x10
"Structural Framing",STR_SHS,SHS120x120x12.5
"Structural Framing",STR_SHS,SHS120x120x4
"Structural Framing",STR_SHS,SHS120x120x5
"Structural Framing",STR_SHS,SHS120x120x6.3
"Structural Framing",STR_SHS,"SHS120x120x7.1 #"
"Structural Framing",STR_SHS,SHS120x120x8
"Structural Framing",STR_SHS,"SHS120x120x8.8 #"
"Structural Framing",STR_SHS,SHS140x140x10
"Structural Framing",STR_SHS,SHS140x140x12.5
"Structural Framing",STR_SHS,SHS140x140x5
"Structural Framing",STR_SHS,SHS140x140x6.3
"Structural Framing",STR_SHS,"SHS140x140x7.1 #"
"Structural Framing",STR_SHS,SHS140x140x8
"Structural Framing",STR_SHS,"SHS140x140x8.8 #"
"Structural Framing",STR_SHS,SHS150x150x10
"Structural Framing",STR_SHS,SHS150x150x12.5
"Structural Framing",STR_SHS,"SHS150x150x14.2 #"
"Structural Framing",STR_SHS,"SHS150x150x16 #"
"Structural Framing",STR_SHS,SHS150x150x5
"Structural Framing",STR_SHS,SHS150x150x6.3
"Structural Framing",STR_SHS,"SHS150x150x7.1 #"
"Structural Framing",STR_SHS,SHS150x150x8
"Structural Framing",STR_SHS,"SHS150x150x8.8 #"
"Structural Framing",STR_SHS,SHS160x160x10
"Structural Framing",STR_SHS,SHS160x160x12.5
"Structural Framing",STR_SHS,"SHS160x160x14.2 #"
"Structural Framing",STR_SHS,"SHS160x160x16 #"
"Structural Framing",STR_SHS,"SHS160x160x5 #"
"Structural Framing",STR_SHS,SHS160x160x6.3
"Structural Framing",STR_SHS,"SHS160x160x7.1 #"
"Structural Framing",STR_SHS,SHS160x160x8
"Structural Framing",STR_SHS,"SHS160x160x8.8 #"
"Structural Framing",STR_SHS,SHS180x180x10
"Structural Framing",STR_SHS,SHS180x180x12.5
"Structural Framing",STR_SHS,"SHS180x180x14.2 #"
"Structural Framing",STR_SHS,SHS180x180x16
"Structural Framing",STR_SHS,"SHS180x180x5 #"
"Structural Framing",STR_SHS,SHS180x180x6.3
"Structural Framing",STR_SHS,"SHS180x180x7.1 #"
"Structural Framing",STR_SHS,SHS180x180x8
"Structural Framing",STR_SHS,"SHS180x180x8.8 #"
"Structural Framing",STR_SHS,SHS180x181x12.5
"Structural Framing",STR_SHS,SHS200x200x10
"Structural Framing",STR_SHS,SHS200x200x12.5
"Structural Framing",STR_SHS,"SHS200x200x14.2 #"
"Structural Framing",STR_SHS,SHS200x200x16
"Structural Framing",STR_SHS,SHS200x200x5
"Structural Framing",STR_SHS,SHS200x200x6.3
"Structural Framing",STR_SHS,"SHS200x200x7.1 #"
"Structural Framing",STR_SHS,SHS200x200x8
"Structural Framing",STR_SHS,"SHS200x200x8.8 #"
"Structural Framing",STR_SHS,"SHS220x220x10 #"
"Structural Framing",STR_SHS,"SHS220x220x8 #"
"Structural Framing",STR_SHS,SHS250x250x10
"Structural Framing",STR_SHS,"SHS250x250x10 MECD Roof"
"Structural Framing",STR_SHS,SHS250x250x12.5
"Structural Framing",STR_SHS,"SHS250x250x14.2 #"
"Structural Framing",STR_SHS,SHS250x250x16
"Structural Framing",STR_SHS,"SHS250x250x5 #"
"Structural Framing",STR_SHS,SHS250x250x6.3
"Structural Framing",STR_SHS,"SHS250x250x7.1 #"
"Structural Framing",STR_SHS,SHS250x250x8
"Structural Framing",STR_SHS,"SHS250x250x8.8 #"
"Structural Framing",STR_SHS,"SHS260x2602x8.8 #"
"Structural Framing",STR_SHS,"SHS260x260x10 #"
"Structural Framing",STR_SHS,"SHS260x260x12.5 #"
"Structural Framing",STR_SHS,"SHS260x260x14.2 #"
"Structural Framing",STR_SHS,"SHS260x260x16 #"
"Structural Framing",STR_SHS,"SHS260x260x6.3 #"
"Structural Framing",STR_SHS,"SHS260x260x7.1 #"
"Structural Framing",STR_SHS,"SHS260x260x8 #"
"Structural Framing",STR_SHS,SHS300x300x10
"Structural Framing",STR_SHS,SHS300x300x12.5
"Structural Framing",STR_SHS,"SHS300x300x14.2 #"
"Structural Framing",STR_SHS,SHS300x300x16
"Structural Framing",STR_SHS,"SHS300x300x6.3 #"
"Structural Framing",STR_SHS,"SHS300x300x7.1 #"
"Structural Framing",STR_SHS,SHS300x300x8
"Structural Framing",STR_SHS,"SHS300x300x8.8 #"
"Structural Framing",STR_SHS,SHS350x350x10
"Structural Framing",STR_SHS,SHS350x350x12.5
"Structural Framing",STR_SHS,"SHS350x350x14.2 #"
"Structural Framing",STR_SHS,SHS350x350x16
"Structural Framing",STR_SHS,"SHS350x350x19 #"
"Structural Framing",STR_SHS,"SHS350x350x22 #"
"Structural Framing",STR_SHS,"SHS350x350x25 #"
"Structural Framing",STR_SHS,SHS350x350x8
"Structural Framing",STR_SHS,"SHS350x350x8.8 #"
"Structural Framing",STR_SHS,SHS400x400x10
"Structural Framing",STR_SHS,SHS400x400x12.5
"Structural Framing",STR_SHS,"SHS400x400x14.2 #"
"Structural Framing",STR_SHS,SHS400x400x16
"Structural Framing",STR_SHS,SHS400x400x20
"Structural Framing",STR_SHS,"SHS400x400x22 #"
"Structural Framing",STR_SHS,"SHS400x400x25 #"
"Structural Framing",STR_SHS,"SHS400x400x28 #"
"Structural Framing",STR_SHS,"SHS400x400x32 #"
"Structural Framing",STR_SHS,"SHS400x400x36 #"
"Structural Framing",STR_SHS,"SHS400x400x40 #"
"Structural Framing",STR_SHS,"SHS400x400x8 #"
"Structural Framing",STR_SHS,"SHS400x400x8.8 #"
"Structural Framing",STR_SHS,"SHS40x40x3 #"
"Structural Framing",STR_SHS,SHS40x40x3.2
"Structural Framing",STR_SHS,"SHS40x40x3.6 #"
"Structural Framing",STR_SHS,SHS40x40x4
"Structural Framing",STR_SHS,SHS40x40x5
"Structural Framing",STR_SHS,"SHS450x450x12 #"
"Structural Framing",STR_SHS,"SHS450x450x16 #"
"Structural Framing",STR_SHS,"SHS450x450x19 #"
"Structural Framing",STR_SHS,"SHS450x450x22 #"
"Structural Framing",STR_SHS,"SHS450x450x25 #"
"Structural Framing",STR_SHS,"SHS450x450x28 #"
"Structural Framing",STR_SHS,"SHS450x450x32 #"
"Structural Framing",STR_SHS,"SHS450x450x36 #"
"Structural Framing",STR_SHS,"SHS450x450x40 #"
"Structural Framing",STR_SHS,"SHS450x450x45 #"
"Structural Framing",STR_SHS,"SHS500x500x12 #"
"Structural Framing",STR_SHS,"SHS500x500x16 #"
"Structural Framing",STR_SHS,"SHS500x500x19 #"
"Structural Framing",STR_SHS,"SHS500x500x22 #"
"Structural Framing",STR_SHS,"SHS500x500x25 #"
"Structural Framing",STR_SHS,"SHS500x500x28 #"
"Structural Framing",STR_SHS,"SHS500x500x32 #"
"Structural Framing",STR_SHS,"SHS500x500x36 #"
"Structural Framing",STR_SHS,"SHS500x500x40 #"
"Structural Framing",STR_SHS,"SHS500x500x45 #"
"Structural Framing",STR_SHS,"SHS500x500x50 #"
"Structural Framing",STR_SHS,"SHS50x50x3 #"
"Structural Framing",STR_SHS,SHS50x50x3.2
"Structural Framing",STR_SHS,"SHS50x50x3.6 #"
"Structural Framing",STR_SHS,SHS50x50x4
"Structural Framing",STR_SHS,SHS50x50x5
"Structural Framing",STR_SHS,SHS50x50x6.3
"Structural Framing",STR_SHS,"SHS50x50x7.1 #"
"Structural Framing",STR_SHS,"SHS50x50x8 #"
"Structural Framing",STR_SHS,"SHS550x550x16 #"
"Structural Framing",STR_SHS,"SHS550x550x19 #"
"Structural Framing",STR_SHS,"SHS550x550x22 #"
"Structural Framing",STR_SHS,"SHS550x550x25 #"
"Structural Framing",STR_SHS,"SHS550x550x28 #"
"Structural Framing",STR_SHS,"SHS550x550x32 #"
"Structural Framing",STR_SHS,"SHS550x550x36 #"
"Structural Framing",STR_SHS,"SHS550x550x40 #"
"Structural Framing",STR_SHS,"SHS550x550x45 #"
"Structural Framing",STR_SHS,"SHS550x550x50 #"
"Structural Framing",STR_SHS,"SHS550x550x55 #"
"Structural Framing",STR_SHS,"SHS600x600x16 #"
"Structural Framing",STR_SHS,"SHS600x600x19 #"
"Structural Framing",STR_SHS,"SHS600x600x22 #"
"Structural Framing",STR_SHS,"SHS600x600x25 #"
"Structural Framing",STR_SHS,"SHS600x600x28 #"
"Structural Framing",STR_SHS,"SHS600x600x32 #"
"Structural Framing",STR_SHS,"SHS600x600x36 #"
"Structural Framing",STR_SHS,"SHS600x600x40 #"
"Structural Framing",STR_SHS,"SHS600x600x45 #"
"Structural Framing",STR_SHS,"SHS600x600x50 #"
"Structural Framing",STR_SHS,"SHS600x600x55 #"
"Structural Framing",STR_SHS,"SHS600x600x60 #"
"Structural Framing",STR_SHS,"SHS60x60x3 #"
"Structural Framing",STR_SHS,SHS60x60x3.2
